Job ID,Domain,Posting Type,Internal Position Title,External Position Title,Level of Experience,Contract Type,Work Location,Job Description,Minimum Qualification Requirements,Preferred Skills
82469,KBC GSBG SOURCING IT CLUSTERS,External,Analyst,Technical Business Analyst,4,Full,Bulgaria - n/a,"Your main responsibilities: Conducts functional analysis of information systems, so that they meet the business needs within the framework of architecture and standards Conducts the transfer of the functional to the technical design of the software Identifies the gaps to go from the as-is to the to-be Draws up a functional design of the software based on the results of the preliminary study and the requirements of the users Supports changes and enhancements from development through production; recommending and implementing system enhancements (e.g., system performance, screen appearance, report distribution and setup testing) Analyses service requests and end user needs to determine feasibility, technological changes, resource requirements and project time estimates Serves as a liaison between internal clients and IT team-members Identifies and analyses detected functional bugs and incident in test/ UAT and production environments Completes special projects, systems testing and other assigned duties Participates in the whole software delivery lifecycle, from the release process to the production phase and eventually the aftercare during the warranty period Key competences that will help you succeed: Intense Experience working as a bridge between IT and Business / Product Owners, Business Analyst, System Analyst, Solution Architect and/or other relevant experience Knowledge of Functional Design (backend and frontend) Knowledge of Business Process Modelling: stakeholder management, process modelling, info gathering, business rule Knowledge of Functional Modelling: Unified Modelling Language (UML), Use Case modelling, Data modelling Knowledge of SQL Excellent command of English Academic Degree in Finance (Banking) and/or Information Technology, Computer Science, Software Engineering or similar. Nice to have: Knowledge of Agile: Impact mapping, Story mapping, Slicing, SAFe methodology Experience in fintech banking or insurance related software development Analytical skills to critically evaluate the information gathered from multiple sources Strong problem solving and research skills, systems thinking, quick learning","Key competences that will help you succeed: Intense Experience working as a bridge between IT and Business / Product Owners, Business Analyst, System Analyst, Solution Architect and/or other relevant experience Knowledge of Functional Design (backend and frontend) Knowledge of Business Process Modelling: stakeholder management, process modelling, info gathering, business rule Knowledge of Functional Modelling: Unified Modelling Language (UML), Use Case modelling, Data modelling Knowledge of SQL Excellent command of English Academic Degree in Finance (Banking) and/or Information Technology, Computer Science, Software Engineering or similar.","Nice to have: Knowledge of Agile: Impact mapping, Story mapping, Slicing, SAFe methodology Experience in fintech banking or insurance related software development Analytical skills to critically evaluate the information gathered from multiple sources Strong problem solving and research skills, systems thinking, quick learning"
83194,KBC GSBG SOURCING Q-HUB,External,Application Manager,Application Manager (Finance),3,Full,Bulgaria-Varna,"As an support of “Application Management” you have a diverse pallet of tasks:You will be an important bridge between the Business colleagues and the IT colleaguesApplication manager of applications running on a mainframe environmentHelping in the end to end follow up, from the data load until the report creationDoing incident management by using the Service now application and coordinate and follow up the actionsEager to learn PowerCenterProactively working on process improvementsSome processes are developed in Qlik Sense or PowerCenter. Basic knowledge of these tools can be interesting but is not a must have.Creating and maintaining documentation We are looking for a self-driven, dynamic professional:Fluent in EnglishDynamic & proactiveAble to work independentlyWho is happy to take responsibility in the end to end processAdvanced Excel and SQL knowledge is requiredPowerCenter/Qlik Sense knowledge or eager to learn themWho knows about the SAFE agile way of workingwho can work accurately and can deal with deadlinesWho is well motivated. Someone who can work independently. You are comfortable with taking initiative and taking responsibilityWho continuously interact with his/her colleagues and who is able to communicate his/her ideas in a fluent, structured and convincing way. Given the international context, English and collaboration via digital collaboration tools is not a problemWho is open to continuously learn and acquire new skillsManaging the release cycle for the applications – prioritize, schedule, follow up, test, releaseCreating and executing test plans for new functionalitiesSpotting things that others overlookSeparating the signal from the noiseQuickly identifying and resolving problemsCommunicating clearly with internal stakeholders"," "," "
83470,KBC GSBG KATE & SPEED IM,External,IT,Senior Java Developer for AWS Solutions,4,Full,Bulgaria-n/a,"Responsibilities:Enhance and maintain Java microservices architectures within AWS environments.Ensure seamless integration of cloud services with traditional banking systems.Optimize and monitor performance across applications and infrastructure.Collaborate closely with our international teams, maintaining daily communications and code reviews on GitHub.Drive innovations in our deployment processes, with a strong emphasis on automation and operational efficiencies. Requirements:Minimum 4 years of Java development experience with and a strong focus on AWS platforms (The AWS part is nice to have but not must).Proficient in Java 17, Spring Boot, AWS API Gateway, and messaging services like SNS/SQS, and Kafka.Experienced with Kubernetes and cloud-native technologies.Knowledgeable in PostgreSQL and other relational database systems.Excellent problem-solving abilities.Fluent in English with excellent communication skills, suitable for an international, collaborative environment. What We Offer:A chance to be part of a dynamic, innovative team that embraces challenges and values progressive thinking.Opportunities to lead significant projects that influence the landscape of digital banking.A role within a pioneering team at the forefront of cloud and microservices technology.Opportunities for substantial professional development in areas like cloud security, microservices architecture, and advanced Kubernetes deployments.A collaborative, innovation-driven work environment.Regular interaction with international projects and teams","Requirements:Minimum 4 years of Java development experience with and a strong focus on AWS platforms (The AWS part is nice to have but not must).Proficient in Java 17, Spring Boot, AWS API Gateway, and messaging services like SNS/SQS, and Kafka.Experienced with Kubernetes and cloud-native technologies.Knowledgeable in PostgreSQL and other relational database systems.Excellent problem-solving abilities.Fluent in English with excellent communication skills, suitable for an international, collaborative environment."," "
83757,KBC GSBG OBE,Internal,Application Manager,Application Manager (Customer Handling),1,Full,Bulgaria - n/a,"As a member of the team you will be responsible for: Performing a bridge function between end user/product management. Collecting, bundling, and prioritizing change requests. Making an essential contribution to the functional analysis of new IT developments from a business perspective. Drawing up test cases and taking responsibility for the correct and timely execution of the tests. Monitoring the daily operation of your own applications. Providing support (2nd line, documentation, training) for the applications. What we look for: You preferably have experience with application management within KBC. You are curious and eager to learn. You have the energy and talent to dive deep into new material and build expertise in it. You have an analytical mind that allows you to understand an application as part of a business process. You have an interest in automation without being an IT specialist. You can empathize with the customer and put them first. You are organizationally strong and solution-oriented. You are driven and a go-getter, you prefer to have a problem solved. Sometimes an urgent problem interferes with your planning. You feel at home in a constantly changing environment. You communicate your vision to others in a clear and structured way and you are a good listener. You can communicate in English (both written and oral)","What we look for: You preferably have experience with application management within KBC. You are curious and eager to learn. You have the energy and talent to dive deep into new material and build expertise in it. You have an analytical mind that allows you to understand an application as part of a business process. You have an interest in automation without being an IT specialist. You can empathize with the customer and put them first. You are organizationally strong and solution-oriented. You are driven and a go-getter, you prefer to have a problem solved. Sometimes an urgent problem interferes with your planning. You feel at home in a constantly changing environment. You communicate your vision to others in a clear and structured way and you are a good listener. You can communicate in English (both written and oral)"," "
82864,KBC GSBG SOURCING IT CLUSTERS,External,Manager Developer,Adobe Experience Manager (AEM) Developer,3,Full,Bulgaria - Sofia,"As our AEM Developer, you would have the following responsibilities: Crafting engaging Digital Consumer experiences utilizing Adobe’s AEM suite, encompassing Sites, Assets, and Forms. Implementing robust functionalities like multi-site and multi-channel delivery, multi-lingual support, and automated workflow management. Collaborating with stakeholders to devise and validate end-to-end specifications for content and collaboration solutions. Identifying and resolve technical issues related to content management implementation. Conducting thorough code reviews for ongoing projects to ensure adherence to optimal code quality and appropriate design patterns. Spearheading the development and management of OSGI bundles, AEM templates, HTL/Sightly components and services, AEM launches, workflows, localization features, AEM Forms applications, and the AEM DAM. Developing microservices interfacing with AEM, leveraging Kubernetes/OpenShift as a container platform alongside Java Spring Boot containers. Key competences that will help you succeed: You have experience either with HMTL, CSS, JavaScript or Java, Spring, Spring boot. Experience with Day CQ/Adobe AEM foundational concepts including templates, components, dialogs, and widgets. Understanding of Day CQ/Adobe AEM WCM capabilities, including multi-site manager. A significant advantage would be to have: Experience with DevOps principles, with expertise in Kubernetes and CI/CD pipeline setup using Jenkins. Knowledge of the end-to-end content lifecycle, encompassing web content management, content publishing/deployment, and delivery processes. Hands-on experience with relevant 'Java CMS' frameworks, including Apache Felix for OSGi development, Apache Oak for JCR and Apache Sling as web framework.","Key competences that will help you succeed: You have experience either with HMTL, CSS, JavaScript or Java, Spring, Spring boot. Experience with Day CQ/Adobe AEM foundational concepts including templates, components, dialogs, and widgets. Understanding of Day CQ/Adobe AEM WCM capabilities, including multi-site manager.","A significant advantage would be to have: Experience with DevOps principles, with expertise in Kubernetes and CI/CD pipeline setup using Jenkins. Knowledge of the end-to-end content lifecycle, encompassing web content management, content publishing/deployment, and delivery processes. Hands-on experience with relevant 'Java CMS' frameworks, including Apache Felix for OSGi development, Apache Oak for JCR and Apache Sling as web framework."
83379,KBC GSBG KATE & SPEED IM,External,IT,Technical Software Architect (AI Delivery - KATE),4,Full,Bulgaria - Sofia,"As our Technical Software Architect, you would have the following responsibilities: Demonstrating architecture experience in a complex organization with multiple business and IT lines, preferably within the specific architecture area. Being the main counterpart of the technical designer and the technical architect in relation to the solution design, architecture, and interfaces. Maintaining, monitoring and managing systems and applications with extra attention for performance, quality, and security. Key competencies that will help you succeed: Academic degree (Bachelor’s or Master’s) in Computer Science, Software Engineering, Business Informatics or related fields; 7+ years of experience in Software Development with strong focus in Python and Java; 5+ years of professional working experience in architecture or development (with focus on CI/CD); Extensive experience with AWS services like API Gateway, App Mesh, EKS, IAM, Route 53, etc.; Extensive knowledge of Azure; Architecture development methods like UML documentation; Relational/NoSQL databases (PostgreSQL/DynamoDB); Fluency in English– verbal and written. A significant advantage would be to have: Experience with training, maintaining and deploying highly scalable NLU and NLP models; Experience with Machine Learning and AI; Hands-on experience building and deploying chatbots; Experience with C/C++ and C#; Experience with Azure and GCP (Big Plus); Knowledge of Agile/Knowledge of Scaled Agile (SAFe).","Key competencies that will help you succeed: Academic degree (Bachelor’s or Master’s) in Computer Science, Software Engineering, Business Informatics or related fields; 7+ years of experience in Software Development with strong focus in Python and Java; 5+ years of professional working experience in architecture or development (with focus on CI/CD); Extensive experience with AWS services like API Gateway, App Mesh, EKS, IAM, Route 53, etc.; Extensive knowledge of Azure; Architecture development methods like UML documentation; Relational/NoSQL databases (PostgreSQL/DynamoDB); Fluency in English– verbal and written.","A significant advantage would be to have: Experience with training, maintaining and deploying highly scalable NLU and NLP models; Experience with Machine Learning and AI; Hands-on experience building and deploying chatbots; Experience with C/C++ and C#; Experience with Azure and GCP (Big Plus); Knowledge of Agile/Knowledge of Scaled Agile (SAFe)."
83686,KBC GSBG SOURCING IT CLUSTERS,External,Project Manager,Cyber Security Project Manager,3,Full,Bulgaria - Varna,"The Cyber Security Project Manager: takes the necessary initiatives in order for the CREW process to run smoothly is able to generate improvement proposals using his experience and by taking account of the prevention domain strategy is a negotiating partner in contacts with ICT and business. In the course of development projects, he is responsible for correctly formulating business requirements and for testing process interfaces works independently and is given direction in his functions by the AIP SM, PO or Domain Accountable Owner so that processes fit within the prevention domain’s strategy and the concerning processes are addressed using the right priorities. tracks the delivery and quality of the documents supplied is an efficient organiser of meetings: determines the aim of the meeting, makes clear arrangements, deadlines and goals, tracks the deliverables requested, produces a report and complies with arrangements is (mostly) supported by a senior accountable engineer or departmental head. Key competencies: university degree in IT, Engineering, Cyber security or has equivalent work experience professional experience in project management of minimum 3 years knowledge of principles and methods of project management,  strategic plans and policies is an advantage capable of setting and clearly communicating correct priorities basic experience with PRINCE-2, PMI or equivalent, shall be considered an advantage ability to communicate with executive management ability to break down more complex data and problems, and then mould these into standardised process descriptions or outline designs ability to analyse and formulate system requirements on a more abstract or conceptual level","Key competencies: university degree in IT, Engineering, Cyber security or has equivalent work experience professional experience in project management of minimum 3 years knowledge of principles and methods of project management,  strategic plans and policies is an advantage capable of setting and clearly communicating correct priorities basic experience with PRINCE-2, PMI or equivalent, shall be considered an advantage ability to communicate with executive management ability to break down more complex data and problems, and then mould these into standardised process descriptions or outline designs ability to analyse and formulate system requirements on a more abstract or conceptual level"," "
82122,KBC GSBG EWB,Internal,Technical Support,Technical Support with French,0,Full,Bulgaria - Varna,"You will be mainly responsible for the following actions:Handling technical problems related to desktop/portableProviding hardware assistance (installing of new PCs, ordering and replacing accessories)Dealing with authorization requests and accessRemote installations and troubleshootingWindows/MAC updates and application supportAnalysis, testing, reportingCommunication within KBC departments Your profile:Interest and orientation in information technologiesExcellent level of French (written and spoken)Experience in IT support or IT educational background will be considered an advantageAdvanced knowledge of Microsoft productsCustomer handling is essentialTime management skills and an eye for detailGood communication and analytical skillsTeam player"," "," "
83589,KBC GSBG SOURCING Q-HUB,External,Manager,Application Manager (GCRD),3,Full,Bulgaria - Varna,"As our Application Manager (GCRD) you will be responsible for:Daily monitoring and assuring the proper functioning of the main application related to credit risk, Risk AuthorityAnalyzing and writing requirements for changes to align with requirements from our internal business clients and the regulatorsIncident management and resolution, coordination of follow-up actionsGiving support to our business stakeholders (Policy, Risk) and are closely involved with the implementation of changes in the systems and the testing of itRunning calculations and creating COREP-reports, while strictly monitoring the timeliness and correctness of these reportsEnsuring smooth cooperation between business and ICTWorking in line with the Scaled Agile Framework (SAFe) to deliver the highest business value for our clients Key competencies that will help you succeed:Relevant experience in the field of business analysis: 2-5 yearsExperience in collecting business requirementsExperience in testing: test preparation, test execution, test reportingAnalytical thinking is important, you will examine current processes by using your problem-solving abilitiesFluent English is essential for us, communication with Belgium and foreign colleagues awaits youKnowledge of SQL, Excel. Basis knowledge of PL/SQL is a plus.Ability to interact and communicate optimally with both technical and business partnersWell organized, results oriented and eager to handle difficult problemsKnowledge of Finance, Credit Risk domain or related regulation is an asset","Key competencies that will help you succeed:Relevant experience in the field of business analysis: 2-5 yearsExperience in collecting business requirementsExperience in testing: test preparation, test execution, test reportingAnalytical thinking is important, you will examine current processes by using your problem-solving abilitiesFluent English is essential for us, communication with Belgium and foreign colleagues awaits youKnowledge of SQL, Excel. Basis knowledge of PL/SQL is a plus.Ability to interact and communicate optimally with both technical and business partnersWell organized, results oriented and eager to handle difficult problemsKnowledge of Finance, Credit Risk domain or related regulation is an asset"," "
82067,KBC GSBG SOURCING Q-HUB,External,Manager,Application Manager (Credit Risk),3,Full,Bulgaria - Sofia,"As our Application Manager (Credit Risk in DQM) you will be responsible for: Daily monitoring and the proper functioning of a number of applications related to credit risk Analyzing and writing requirements for changes which have to happen in the applications Creating and performing tests for the changes and providing support to business colleagues Incident management and resolution, coordination of follow-up actions You give support to our business stakeholders (policy, finance, risk) and are closely involved with the implementation of changes in the systems and the testing of it Ensuring smooth cooperation between business and ICT Working in line with the Scaled Agile Framework (SAFe) to deliver the highest business value for our clients Key competencies that will help you succeed: Extensive knowledge in Credit Risk calculations and related regulations Relevant experience in the field of business analysis: 1-4 years Experience in collecting business requirements Experience in testing: test preparation, test execution, test reporting Analytical thinking is important, you will examine current processes by using your problem-solving abilities Fluent English is essential for us, communication with Belgium and foreign colleagues awaits you Knowledge of SQL, Excel, SAS Ability to interact and communicate optimally with both technical and business partners Well organized, result oriented and eager to handle difficult problems Experience of working within Agile methodology is a plus","Key competencies that will help you succeed: Extensive knowledge in Credit Risk calculations and related regulations Relevant experience in the field of business analysis: 1-4 years Experience in collecting business requirements Experience in testing: test preparation, test execution, test reporting Analytical thinking is important, you will examine current processes by using your problem-solving abilities Fluent English is essential for us, communication with Belgium and foreign colleagues awaits you Knowledge of SQL, Excel, SAS Ability to interact and communicate optimally with both technical and business partners Well organized, result oriented and eager to handle difficult problems Experience of working within Agile methodology is a plus"," "
82794,KBC GSBG SOURCING IT CLUSTERS,External,IT,Senior Mainframe Software Engineer,3,Full,Bulgaria-Varna,"As our Senior Mainframe Developer, you will be: Realizing various software engineering activities as software development, application integration, package configuration, testing, deployment and others Maintain various applications within KBC, as well as carrying out assignments in project mode, from discussing the requirements to developing, implementation, testing and support Managing incidents through investigating (and resolving) problems that occur in the processing of the systems Joining the SAFe ceremonies (PI Planning, Sprint Planning), where we have a lot of interaction within and outside the team and every team member takes responsibility to pick tasks from the backlog, discuss requirements, give status update on open tasks, give and accept open feedback Having an active role in the acquisition process","Key competences that will help you succeed: Experience of at least 5 years in a relevant Software development role, designing technical solutions and the creation and maintenance of their documentation Working experience with Cobol or EGL Experience with Database management in Db2, IMS or SQL Debugging experience with Xpediter Experience with Release management using Changeman and/or GIT Experience with using File-AID & JSS/JCL Tooling experience: JIRA, Confluence, IDz/RDz Verbal and written English language skills (B1/B2) A big plus would be previous working experience in an Agile environment and within a banking/insurance companyv"," "
82498,KBC GSBG SOURCING IT CLUSTERS,External,Security Engineer,Security Operations Center Analyst,1,Full,Bulgaria - n/a,"What do we expect from you? You monitor the security of our critical servers and systems. You monitor the alarms generated by our security systems and act on them: you set priorities and escalate an issue when needed. Based on your knowledge of attack techniques, you will help to find the root cause of security alarms. For this you dive into the log files of servers and systems. You will test and fine tune security alarms and incident response procedures. You will discuss within the teams what to do in case of incidents and how to prevent them in the future. You attend regular team meetings and scrums You document the context of the incident. You help colleagues who are resolving the incident with additional analyses, if necessary. You help ensure that we are working according to the right priorities. Depending on the action taken on the incident, you close it, put it on hold, have it looked at again or escalate it. Your guide here is our runbook. You also provide suggestions on what action to take. You participate in sessions on continuous improvement and help think through these questions: o What lessons can we learn from how certain incidents were handled? Can things be done differently or better next time? o What are the weaknesses in our security controls? o Can our processes be more efficient? Do we pass on information to each other in the best way","Technical SkillsYou have a previous experience as a SOC Analyst of at least 1 yearYou have a broad view on the IT Operating systems & middleware (Windows, Unix, Linux, databases) and networks;You have general to good knowledge of malware (types) and cyber-attack techniques (the kill chain);Other pluses - Knowledge of and experience with Security tools for detection and analysis security events; ticketing systems; Network security, firewall, IDS"," "
83589,KBC GSBG SOURCING Q-HUB,External,Application Manager,Application Manager (GCRD),2,Full,Bulgaria-Varna,"As our Application Manager (GCRD) you will be responsible for:Daily monitoring and assuring the proper functioning of the main application related to credit risk, Risk AuthorityAnalyzing and writing requirements for changes to align with requirements from our internal business clients and the regulatorsIncident management and resolution, coordination of follow-up actionsGiving support to our business stakeholders (Policy, Risk) and are closely involved with the implementation of changes in the systems and the testing of itRunning calculations and creating COREP-reports, while strictly monitoring the timeliness and correctness of these reportsEnsuring smooth cooperation between business and ICTWorking in line with the Scaled Agile Framework (SAFe) to deliver the highest business value for our clients Key competencies that will help you succeed:Relevant experience in the field of business analysis: 2-5 yearsExperience in collecting business requirementsExperience in testing: test preparation, test execution, test reportingAnalytical thinking is important, you will examine current processes by using your problem-solving abilitiesFluent English is essential for us, communication with Belgium and foreign colleagues awaits youKnowledge of SQL, Excel. Basis knowledge of PL/SQL is a plus.Ability to interact and communicate optimally with both technical and business partnersWell organized, results oriented and eager to handle difficult problemsKnowledge of Finance, Credit Risk domain or related regulation is an asset","Key competencies that will help you succeed:Relevant experience in the field of business analysis: 2-5 yearsExperience in collecting business requirementsExperience in testing: test preparation, test execution, test reportingAnalytical thinking is important, you will examine current processes by using your problem-solving abilities    Fluent English is essential for us, communication with Belgium and foreign colleagues awaits youKnowledge of SQL, Excel. Basis knowledge of PL/SQL is a plus.Ability to interact and communicate optimally with both technical and business partnersWell organized, results oriented and eager to handle difficult problemsKnowledge of Finance, Credit Risk domain or related regulation is an asset"," "
81921,KBC GSBG SOURCING IT CLUSTERS,External,Engineer,Data Engineer,2,Full,Bulgaria-Sofia,"As our Data Engineer, you would have the following responsibilities: You will be part of an operational team that owns more than 5000 files Your team is the owner of the staging layer which is critical for all commercial data usage within KBC You actively help ingesting data and make sure the data is GDPR compliant You help junior developers grow and you dare to speak up to optimize processes You work closely together with a big team of offshore colleagues You help maintain the quality of the data Key competences that will help you succeed: Working experience with the following Big Data tools and technologies - Python, PySpark, Jenkins, IntelliJ, GIT, UNIX, UAC You are a perfect fit for us if: You are eager to learn and have an open mind towards new tools and technologies, processes and organization You are a team player You can work in English, both written and spoken, in an international environment You can communicate well to make sure that any issues are made clear to all stakeholders You take responsibility You have a flexible mindset And above all you have a lot of common sense A significant advantage would be to have: Knowledge of the following tools and technologies: Openshift, Docker, Pybuilder, AWS, Concourse, Airflow","Working experience with the following Big Data tools and technologies - Python, PySpark, Jenkins, IntelliJ, GIT, UNIX, UAC","You are a perfect fit for us if: You are eager to learn and have an open mind towards new tools and technologies, processes and organization You are a team player You can work in English, both written and spoken, in an international environment You can communicate well to make sure that any issues are made clear to all stakeholders You take responsibility You have a flexible mindset And above all you have a lot of common sense"
81601,KBC GSBG ENTER,External,Enter Officer,Enter Officer,1,Full,Bulgaria-Varna,"What to expect… The idea was born to ensure that at any given moment we can offer an entry level/junior position to candidates who are keen to work for us and have the right mindset; Once being part of the program, candidates are considered as trainees/employees and will receive benefits and remuneration like everyone else; The trainees in the KBC Enter program will attend 4 weeks of online and onsite trainings and will be mentored, coached and assessed by the dedicated KBC Enter Lead; During the entire period the trainees will be able to meet and get introduced to the various teams in KBC Global Services The ultimate goal of the KBC Enter Lead is to provide mentoring, motivation and encouragement to the program participants and place them in the right team at the right time! Key competencies that will help you succeed: Graduated or in process of graduation, both Bachelor and Master Degree are accepted With or without previous experience - you are welcome to join and learn on the spot You are an enthusiastic and flexible You have an eye for a good work organization where you can set the right priorities You complete your tasks accurately within the set deadlines You are open to both working in a team and individually You consider yourself as a fast learner Communicating in English, both verbally and in written is something you enjoy","Key competencies that will help you succeed: Graduated or in process of graduation, both Bachelor and Master Degree are accepted With or without previous experience - you are welcome to join and learn on the spot You are an enthusiastic and flexible You have an eye for a good work organization where you can set the right priorities You complete your tasks accurately within the set deadlines You are open to both working in a team and individually You consider yourself as a fast learner Communicating in English, both verbally and in written is something you enjoy"," "
83508,KBC GSBG BUSS. SOL. COMP. CENTER,External,Developer,Medior Developer,2,Full,Bulgaria-Varna,"Objectives of the Job Develop and enhance RPA solutions to streamline business processes Apply and improve your knowledge of best practices in RPA development Collaborate with a diverse team to deliver innovative automation solutions Specific Requirements Some experience with RPA tools or a strong interest in learning about them 1-3 years of experience with any programming languages such as C#, Java, JavaScript, Python, or VB.net Basic understanding of databases (Oracle or SQL) Understanding of RPA development principles Experience with design and development tools Knowledge of SAFe methodology or Agile development environment is beneficial Enthusiasm for technology and automation Willingness to learn and grow in a dynamic environment Expected Qualitative Results Enhanced understanding of RPA tools and development principles Improved problem-solving skills through real-world application Positive contribution to team projects and goals Expected Quantitative Results Completion of advanced training modules and onboarding tasks Active participation in 3-5 automation projects within the first year Consistent progress in personal development goals set with your manager Main Responsibilities: Analyze processes and develop RPA solutions Support the end-to-end development of automation projects, including coding, testing, and debugging Maintain technical documentation Collaborate with team members, including business analysts and developers, to deliver high-quality solutions Participate in team meetings and contribute ideas for process improvements","Some experience with RPA tools or a strong interest in learning about them 1-3 years of experience with any programming languages such as C#, Java, JavaScript, Python, or VB.net Basic understanding of databases (Oracle or SQL) Understanding of RPA development principles Experience with design and development tools Knowledge of SAFe methodology or Agile development environment is beneficial Enthusiasm for technology and automation Willingness to learn and grow in a dynamic environment"," "
83638,KBC GSBG ORT & MAINFRAME,External,Developer,Mainframe Academy Developer,0,Full,Bulgaria-Varna,"Our career with an unique full-time opportunity Learn about various activities like software development, application integration, package configuration, testing, deployment and other software related development activities using z/OS, RDz, JCL, COBOL,Db2 Learn more about our Scaled Agile Framework ceremonies, that we use within the teams Join us as a full-time colleague in our Digital Development Center after successful graduation Explore the IBM Z Series Software Engineer Development path: Z Series Server architecture training Development on Z Series with EGL and COBOL; Earning badges on IBM Certification Program Dedicated KBC Z Series Framework training Access to IBM Knowledge partner database for a year Join into the KBC team for expertise development with High level experts mentoring What our suitable candidates would ideally have: Knowledge or interest of Object-Oriented Programming, backend developers Beginner coding/developing experience (preferably in C/ C++/ C#, Java) and in general backend Interest in niche technologies Excellent command of English – both written and verbal An idea of what SAFe/Agile is about Fast learner with good communication skills Self-starter with the ability to work independently","Knowledge or interest of Object-Oriented Programming, backend developers Beginner coding/developing experience (preferably in C/ C++/ C#, Java) and in general backend Interest in niche technologies Excellent command of English – both written and verbal An idea of what SAFe/Agile is about Fast learner with good communication skills Self-starter with the ability to work independently"," "
82673,KBC GSBG SOURCING IT CLUSTERS,External,Developer,Android Developer,3,Full,Bulgaria-Sofia,"As our Android Developer, you would have the following responsibilities: You’ll be working closely with your colleagues in the Mobile Native Teams as well as with the UX-experts, designers and project managers. You will develop and maintain our mobile app and take care of a good integration with the back-end systems, as well as the security guidelines and build systems of the Android-app. You will also ensure that your colleagues are able to focus on their work and not be hindered by CI/CD, architectural, and internal knowledge problems. Key competences that will help you succeed: Knowledge of Android SDK (API differences, Android Patterns, Styling) Knowledge of Android development tools (Obfuscation using ProGuard/DexGuard, Android Studio / Debugging) Excellent knowledge of Kotlin. Knowledge of CI/CD (Jenkins, Shell scripting, Docker images) Experience with Android release Process (Google Play, Certificates) Experience with GIT. Experience with software architectures such as: MVP and MVVM. You are a perfect fit for us if: You have at least 4 years of experience. You are fluent in English (both written and spoken) You have open view to development (end-to-end) You are interested in the latest and proven technologies on the market. You are with focus on quality, performance, security and stability. You can work independently, you’re proactive and passionate by coding and you have a ‘we-can-do-this” mentality. You won’t get discouraged by changing priorities or constraints and will search for solutions. You don’t have a problem by getting out of comfort zone. An advantage would be to have: Knowledge of Spring Boot. Experience with one or more tools such as ExperiTest, AppCenter. Experience with one or more Android libraries such as: RetroFit, Moshi, Koin, Dagger","Knowledge of Android SDK (API differences, Android Patterns, Styling) Knowledge of Android development tools (Obfuscation using ProGuard/DexGuard, Android Studio / Debugging) Excellent knowledge of Kotlin. Knowledge of CI/CD (Jenkins, Shell scripting, Docker images) Experience with Android release Process (Google Play, Certificates) Experience with GIT. Experience with software architectures such as: MVP and MVVM. You are a perfect fit for us if: You have at least 4 years of experience. You are fluent in English (both written and spoken) You have open view to development (end-to-end) You are interested in the latest and proven technologies on the market. You are with focus on quality, performance, security and stability. You can work independently, you’re proactive and passionate by coding and you have a ‘we-can-do-this” mentality. You won’t get discouraged by changing priorities or constraints and will search for solutions","Knowledge of Spring Boot. Experience with one or more tools such as ExperiTest, AppCenter. Experience with one or more Android libraries such as: RetroFit, Moshi, Koin, Dagger"
82986,KBC GSBG KATE & SPEED IM,External,Developer,DevOps Specialist CI/CD for AWS Solutions,0,Full,Bulgaria-Sofia,"Key Responsibilities: Develop and implement secure DevOps strategies that are customized for the banking environment. Expertly manage the integration of cutting-edge technologies like Service Mesh and various AWS Services into our corporate framework. Facilitate and maintain high-performance hybrid meetings with teams across multiple locations, ensuring effective collaboration and project alignment. Fluent in English with excellent communication skills, suitable for an international, collaborative environment. Requirements: Comprehensive knowledge of: CI/CD tools, particularly GitHub Actions, and advanced AWS configurations including AWS ServiceMesh, AWS Gateway, and more. Well-versed in AWS services, including but not limited to S3, Aurora PostgreSQL, Lambda, CloudWatch, CodeCommit, and CodeBuild. Proficiency in Crypto (nice to have), Networking, Containerization, Monitoring, and GIT. Solid understanding of IAM principles and Terraform for infrastructure as code (IaC). Comprehensive knowledge in Docker, Kubernetes, and Linux/Unix administration. Experienced in serverless computing using AWS Lambda and adept at advanced release management practices. Certifications in AWS is considered  a big plus","Comprehensive knowledge of: CI/CD tools, particularly GitHub Actions, and advanced AWS configurations including AWS ServiceMesh, AWS Gateway, and more. Well-versed in AWS services, including but not limited to S3, Aurora PostgreSQL, Lambda, CloudWatch, CodeCommit, and CodeBuild. Proficiency in Crypto (nice to have), Networking, Containerization, Monitoring, and GIT. Solid understanding of IAM principles and Terraform for infrastructure as code (IaC). Comprehensive knowledge in Docker, Kubernetes, and Linux/Unix administration. Experienced in serverless computing using AWS Lambda and adept at advanced release management practices. Certifications in AWS is considered  a big plus"," "
